user_id,product_id,rating,interaction_type
user_42,prod_91,4.1,purchase
user_915,prod_52,4.4,view
user_210,prod_28,1.1,view
user_741,prod_70,3.7,view
user_862,prod_198,1.1,purchase
user_275,prod_183,3.8,view
user_954,prod_57,3.5,view
user_279,prod_108,1.6,view
user_251,prod_144,4.1,purchase
user_310,prod_24,1.3,view
user_720,prod_197,4.3,view
user_833,prod_169,2.0,view
user_140,prod_77,3.8,view
user_792,prod_175,4.7,purchase
user_546,prod_76,2.4,view
user_821,prod_69,3.0,view
user_904,prod_101,2.9,view
user_530,prod_159,1.6,purchase
user_57,prod_92,3.4,view
user_112,prod_92,4.0,view
user_5,prod_30,4.7,view
user_410,prod_18,4.4,view
user_414,prod_44,3.0,view
user_182,prod_155,3.9,view
user_13,prod_99,4.2,view
user_339,prod_154,3.0,purchase
user_797,prod_121,1.5,view
user_259,prod_115,2.8,view
user_90,prod_60,4.4,view
user_616,prod_146,3.4,view
user_891,prod_56,3.9,view
user_698,prod_31,1.7,view
user_250,prod_101,4.9,view
user_255,prod_59,2.6,purchase
user_588,prod_124,3.6,view
user_898,prod_130,1.1,view
user_971,prod_97,1.5,purchase
user_108,prod_167,4.1,view
user_668,prod_189,4.9,view
user_594,prod_107,2.3,view
user_589,prod_191,1.1,view
user_485,prod_18,2.4,purchase
user_982,prod_145,1.1,view
user_972,prod_167,1.8,view
user_258,prod_71,4.0,view
user_639,prod_106,4.7,purchase
user_997,prod_54,1.3,view
user_903,prod_94,3.2,purchase
user_282,prod_76,2.0,view
user_986,prod_35,1.6,view
user_88,prod_11,1.9,view
user_204,prod_61,3.3,view
user_16,prod_44,1.3,view
user_151,prod_121,2.7,purchase
user_936,prod_68,1.5,view
user_254,prod_25,2.1,view
user_188,prod_176,1.8,view
user_329,prod_160,4.5,view
user_544,prod_84,3.8,purchase
user_783,prod_114,4.5,view
user_997,prod_132,2.5,view
user_397,prod_166,2.3,view
user_517,prod_191,2.5,view
user_459,prod_175,1.1,view
user_330,prod_1,3.9,view
user_820,prod_131,2.4,view
user_845,prod_86,2.3,view
user_169,prod_62,3.4,view
user_693,prod_64,2.7,view
user_366,prod_145,4.9,view
user_178,prod_126,2.4,view
user_655,prod_105,3.5,view
user_362,prod_62,2.2,purchase
user_760,prod_35,5.0,view
user_639,prod_13,2.8,view
user_775,prod_163,3.5,view
user_40,prod_43,1.5,purchase
user_924,prod_130,3.9,view
user_416,prod_184,2.1,purchase
user_355,prod_111,2.8,view
user_255,prod_128,4.5,view
user_143,prod_51,4.9,view
user_752,prod_182,2.7,view
user_740,prod_144,4.3,view
user_853,prod_146,1.2,view
user_710,prod_135,4.4,purchase
user_577,prod_45,3.5,view
user_900,prod_164,3.0,view
user_11,prod_169,4.6,view
user_620,prod_42,4.4,view
user_26,prod_135,2.2,view
user_957,prod_15,4.2,view
user_421,prod_60,1.4,view
user_663,prod_40,4.3,view
user_221,prod_165,3.7,view
user_853,prod_194,1.4,view
user_496,prod_112,3.7,view
user_237,prod_183,3.3,purchase
user_237,prod_77,3.4,view
user_219,prod_105,2.2,view
user_487,prod_107,2.1,view
user_936,prod_122,4.1,purchase
user_461,prod_80,2.0,view
user_663,prod_125,2.8,view
user_635,prod_184,3.8,view
user_144,prod_172,1.3,purchase
user_990,prod_185,3.4,view
user_189,prod_134,3.4,view
user_255,prod_32,3.7,view
user_68,prod_108,2.5,purchase
user_616,prod_114,2.8,view
user_336,prod_146,2.3,view
user_671,prod_68,4.2,purchase
user_821,prod_127,1.5,view
user_874,prod_135,4.9,view
user_409,prod_114,3.5,view
user_300,prod_8,4.5,purchase
user_908,prod_64,2.7,view
user_602,prod_135,2.3,purchase
user_357,prod_41,4.6,view
user_256,prod_40,1.4,view
user_353,prod_3,1.5,view
user_732,prod_145,2.2,view
user_521,prod_194,4.8,purchase
user_524,prod_110,3.5,view
user_837,prod_114,3.2,view
user_950,prod_112,3.8,view
user_756,prod_180,2.7,view
user_694,prod_150,4.0,view
user_284,prod_4,2.6,view
user_312,prod_134,4.3,purchase
user_99,prod_166,2.1,view
user_197,prod_26,2.1,view
user_482,prod_139,3.1,view
user_878,prod_17,2.7,view
user_226,prod_92,3.6,view
user_845,prod_31,2.5,purchase
user_615,prod_163,1.9,view
user_618,prod_144,2.9,view
user_365,prod_107,3.2,view
user_368,prod_146,1.6,view
user_570,prod_111,3.2,view
user_590,prod_101,2.3,view
user_75,prod_112,2.6,view
user_42,prod_62,2.1,view
user_422,prod_112,4.7,purchase
user_836,prod_155,3.7,purchase
user_181,prod_163,2.0,view
user_545,prod_116,3.6,view
user_71,prod_173,4.4,purchase
user_568,prod_35,2.6,view
user_105,prod_28,4.3,view
user_200,prod_103,1.6,view
user_101,prod_125,4.3,view
user_768,prod_102,3.2,view
user_307,prod_137,1.9,view
user_586,prod_143,2.6,purchase
user_683,prod_21,5.0,view
user_377,prod_52,4.1,purchase
user_655,prod_163,3.3,view
user_678,prod_97,1.5,purchase
user_399,prod_51,2.7,view
user_773,prod_83,2.1,view
user_221,prod_55,1.3,view
user_595,prod_77,3.2,view
user_182,prod_127,4.6,view
user_307,prod_172,3.7,view
user_522,prod_193,2.0,view
user_396,prod_93,3.3,view
user_4,prod_88,4.8,view
user_863,prod_80,3.9,view
user_914,prod_153,3.8,view
user_848,prod_92,4.9,purchase
user_1000,prod_47,4.2,view
user_804,prod_184,1.5,view
user_281,prod_38,2.4,purchase
user_215,prod_139,4.9,view
user_972,prod_195,3.0,view
user_610,prod_15,1.4,view
user_420,prod_1,2.8,view
user_101,prod_135,3.8,view
user_963,prod_1,5.0,view
user_521,prod_49,2.3,purchase
user_573,prod_96,3.1,view
user_309,prod_157,4.5,view
user_658,prod_26,2.4,purchase
user_939,prod_87,1.4,view
user_931,prod_173,4.8,purchase
user_510,prod_93,3.0,view
user_63,prod_102,3.0,view
user_633,prod_71,3.5,view
user_226,prod_140,1.0,view
user_105,prod_95,4.7,view
user_974,prod_160,2.4,view
user_772,prod_118,2.6,view
user_861,prod_148,1.7,view
user_425,prod_119,2.5,view
user_255,prod_51,4.2,view
user_429,prod_81,4.2,view
user_434,prod_36,4.7,view
user_207,prod_67,2.6,view
user_28,prod_129,3.8,view
user_682,prod_114,3.0,view
user_336,prod_155,4.2,view
user_588,prod_111,3.9,view
user_628,prod_168,2.5,purchase
user_69,prod_142,2.3,view
user_866,prod_100,2.0,view
user_746,prod_197,3.3,purchase
user_513,prod_109,4.9,purchase
user_167,prod_120,1.8,purchase
user_864,prod_79,1.4,view
user_730,prod_134,1.5,view
user_785,prod_161,4.1,purchase
user_368,prod_183,2.4,purchase
user_251,prod_19,1.9,view
user_859,prod_127,2.4,view
user_856,prod_29,3.6,purchase
user_931,prod_189,3.2,view
user_686,prod_198,4.0,view
user_170,prod_24,2.4,view
user_758,prod_151,2.8,view
user_935,prod_10,1.4,view
user_90,prod_182,1.3,view
user_561,prod_105,2.8,purchase
user_446,prod_169,2.2,view
user_294,prod_177,3.5,view
user_919,prod_145,1.2,purchase
user_150,prod_184,1.5,view
user_132,prod_173,4.5,view
user_433,prod_158,3.3,view
user_59,prod_172,3.8,view
user_969,prod_55,4.4,view
user_836,prod_147,2.9,view
user_199,prod_157,4.0,purchase
user_215,prod_2,3.1,view
user_898,prod_164,1.9,view
user_561,prod_147,2.4,view
user_472,prod_135,3.0,view
user_744,prod_154,2.3,view
user_247,prod_111,2.3,view
user_382,prod_38,2.3,purchase
user_991,prod_131,1.5,view
user_239,prod_102,1.3,view
user_927,prod_194,1.2,view
user_367,prod_95,1.4,view
user_168,prod_92,2.4,view
user_560,prod_71,3.4,purchase
user_51,prod_171,1.8,view
user_811,prod_190,4.6,view
user_610,prod_199,4.2,purchase
user_951,prod_24,3.1,view
user_728,prod_167,3.9,purchase
user_689,prod_68,2.5,view
user_380,prod_128,1.1,view
user_474,prod_93,4.6,view
user_80,prod_44,1.5,view
user_697,prod_133,4.8,view
user_367,prod_55,3.3,view
user_461,prod_158,2.2,view
user_911,prod_29,3.0,view
user_539,prod_154,3.0,purchase
user_452,prod_154,1.1,view
user_464,prod_37,2.4,view
user_960,prod_115,4.0,view
user_478,prod_181,3.0,view
user_926,prod_158,2.0,view
user_420,prod_3,2.3,view
user_707,prod_122,4.5,purchase
user_214,prod_43,3.1,view
user_369,prod_7,3.1,view
user_854,prod_125,4.8,purchase
user_114,prod_49,2.3,purchase
user_754,prod_121,2.9,view
user_503,prod_73,4.2,view
user_636,prod_41,4.0,view
user_817,prod_106,2.1,view
user_588,prod_77,1.6,purchase
user_311,prod_182,3.8,view
user_469,prod_127,2.0,view
user_824,prod_197,4.7,view
user_708,prod_91,1.5,view
user_863,prod_155,2.3,view
user_44,prod_8,1.2,view
user_415,prod_32,3.8,view
user_698,prod_64,4.6,view
user_855,prod_138,3.5,view
user_246,prod_13,4.8,view
user_949,prod_191,1.5,view
user_84,prod_93,1.4,view
user_207,prod_163,4.4,purchase
user_151,prod_61,4.4,view
user_668,prod_182,4.3,view
user_528,prod_8,4.2,view
user_165,prod_29,2.4,view
user_917,prod_95,1.9,view
user_975,prod_41,4.7,view
user_145,prod_158,2.2,view
user_37,prod_149,2.6,view
user_333,prod_11,3.8,view
user_403,prod_2,2.2,view
user_414,prod_178,4.3,view
user_45,prod_169,1.3,view
user_402,prod_194,4.2,view
user_206,prod_131,3.4,view
user_62,prod_80,3.3,view
user_420,prod_179,2.8,view
user_868,prod_196,2.1,view
user_468,prod_87,2.9,purchase
user_820,prod_153,2.8,view
user_19,prod_158,3.3,view
user_365,prod_106,2.1,view
user_300,prod_139,1.3,view
user_7,prod_17,1.6,view
user_761,prod_154,3.8,purchase
user_428,prod_23,1.1,view
user_117,prod_184,4.4,view
user_580,prod_180,3.8,view
user_507,prod_48,4.1,purchase
user_546,prod_20,4.3,purchase
user_706,prod_2,1.5,view
user_325,prod_88,4.3,purchase
user_55,prod_31,3.0,view
user_778,prod_155,4.5,view
user_992,prod_130,4.5,view
user_42,prod_78,1.1,view
user_297,prod_4,2.5,purchase
user_973,prod_141,3.1,view
user_231,prod_163,3.7,view
user_453,prod_128,2.1,view
user_890,prod_200,2.0,purchase
user_394,prod_194,2.5,purchase
user_522,prod_134,3.0,view
user_358,prod_31,4.8,view
user_987,prod_138,4.0,view
user_444,prod_21,2.7,view
user_128,prod_23,1.2,view
user_691,prod_131,1.7,view
user_405,prod_160,2.8,view
user_392,prod_148,4.3,view
user_193,prod_29,2.5,view
user_604,prod_105,3.2,view
user_881,prod_52,4.6,purchase
user_743,prod_115,4.7,view
user_78,prod_174,1.9,view
user_85,prod_162,1.2,view
user_30,prod_101,2.2,view
user_725,prod_84,3.8,view
user_49,prod_61,4.8,view
user_777,prod_125,1.3,view
user_145,prod_200,1.1,view
user_69,prod_71,4.5,view
user_58,prod_70,4.0,view
user_697,prod_139,5.0,view
user_574,prod_108,2.6,view
user_479,prod_191,2.7,purchase
user_820,prod_21,1.7,view
user_445,prod_131,1.5,purchase
user_296,prod_82,3.3,view
user_678,prod_88,2.5,view
user_171,prod_111,1.3,purchase
user_575,prod_10,4.5,view
user_147,prod_155,1.8,purchase
user_484,prod_12,4.0,view
user_306,prod_7,2.1,view
user_673,prod_145,4.3,view
user_653,prod_193,1.5,view
user_846,prod_192,4.0,purchase
user_609,prod_114,1.4,view
user_446,prod_26,2.8,view
user_221,prod_15,3.9,view
user_555,prod_33,1.7,view
user_945,prod_62,2.1,view
user_804,prod_47,4.5,view
user_378,prod_95,4.5,view
user_620,prod_35,1.2,view
user_266,prod_193,1.7,view
user_95,prod_200,1.5,view
user_262,prod_76,1.7,purchase
user_825,prod_123,4.9,view
user_897,prod_83,3.2,view
user_71,prod_25,2.9,view
user_954,prod_57,4.9,view
user_219,prod_32,3.2,view
user_533,prod_63,3.6,view
user_92,prod_12,2.3,view
user_127,prod_63,2.5,view
user_80,prod_77,3.4,view
user_824,prod_92,1.3,view
user_238,prod_1,2.0,view
user_983,prod_179,1.8,view
user_372,prod_70,1.1,view
user_916,prod_136,3.1,purchase
user_486,prod_196,3.2,view
user_694,prod_133,2.5,view
user_25,prod_86,2.1,purchase
user_156,prod_39,3.6,view
user_517,prod_23,1.5,view
user_632,prod_68,3.1,view
user_789,prod_180,4.1,view
user_530,prod_4,1.7,purchase
user_943,prod_126,4.0,view
user_710,prod_175,4.0,view
user_57,prod_21,1.2,view
user_605,prod_184,1.1,purchase
user_19,prod_105,4.9,view
user_384,prod_66,1.8,purchase
user_865,prod_187,4.3,view
user_193,prod_7,3.2,view
user_237,prod_49,2.1,view
user_387,prod_16,1.5,view
user_426,prod_145,3.0,view
user_277,prod_84,2.6,purchase
user_227,prod_87,3.8,view
user_745,prod_98,4.6,view
user_552,prod_75,4.2,view
user_323,prod_34,2.1,view
user_153,prod_161,4.5,view
user_639,prod_26,4.3,view
user_237,prod_66,4.7,view
user_998,prod_125,2.8,view
user_55,prod_63,4.1,purchase
user_980,prod_87,3.4,view
user_436,prod_41,2.2,view
user_684,prod_186,5.0,view
user_109,prod_98,1.2,purchase
user_866,prod_124,1.6,view
user_981,prod_79,4.6,view
user_184,prod_10,1.2,purchase
user_951,prod_15,4.5,purchase
user_368,prod_42,3.9,purchase
user_983,prod_93,1.1,view
user_198,prod_185,2.7,view
user_371,prod_17,4.0,view
user_373,prod_188,3.3,view
user_973,prod_9,4.7,view
user_497,prod_114,4.5,view
user_599,prod_36,2.3,purchase
user_201,prod_36,1.3,view
user_849,prod_48,4.8,view
user_509,prod_51,3.1,view
user_322,prod_97,1.3,view
user_275,prod_119,4.3,view
user_211,prod_95,4.5,view
user_504,prod_70,3.6,view
user_903,prod_74,2.8,view
user_118,prod_80,3.6,view
user_703,prod_68,3.8,view
user_554,prod_150,4.6,view
user_42,prod_77,4.8,view
user_315,prod_116,3.1,view
user_788,prod_6,4.2,view
user_329,prod_154,4.9,view
user_17,prod_75,1.6,view
user_283,prod_88,1.1,purchase
user_943,prod_3,4.5,purchase
user_258,prod_52,1.8,view
user_575,prod_74,1.2,view
user_574,prod_125,1.6,view
user_612,prod_188,2.5,purchase
user_19,prod_191,1.9,view
user_529,prod_65,2.2,view
user_837,prod_52,4.9,view
user_423,prod_76,3.8,view
user_466,prod_142,3.8,view
user_373,prod_89,1.4,view
user_758,prod_72,3.9,view
user_763,prod_68,4.0,view
user_967,prod_156,3.6,view
user_81,prod_199,1.9,purchase
user_551,prod_138,2.7,view
user_548,prod_115,4.4,view
user_424,prod_57,3.7,view
user_429,prod_66,3.9,view
user_388,prod_90,3.3,view
user_998,prod_50,2.8,view
user_921,prod_14,4.0,view
user_709,prod_16,1.3,view
user_670,prod_182,3.7,view
user_204,prod_171,5.0,view
user_196,prod_42,4.1,view
user_728,prod_110,2.2,view
user_285,prod_22,2.1,view
user_969,prod_68,3.7,view
user_196,prod_19,4.6,view
user_307,prod_66,3.3,view
user_664,prod_167,3.1,purchase
user_14,prod_73,1.6,view
user_837,prod_147,3.9,view
user_146,prod_144,3.8,view
user_938,prod_54,4.9,purchase
user_57,prod_153,2.2,view
user_723,prod_112,4.0,purchase
user_780,prod_18,2.7,view
user_210,prod_151,3.2,view
user_529,prod_117,4.3,view
user_798,prod_85,1.9,view
user_344,prod_139,2.4,view
user_715,prod_39,4.1,view
user_611,prod_105,3.3,view
user_279,prod_68,1.4,view
user_209,prod_25,2.7,view
user_641,prod_191,3.3,view
user_335,prod_158,4.6,view
user_288,prod_173,1.8,purchase
user_252,prod_123,4.2,view
user_265,prod_121,1.5,view
user_271,prod_61,2.0,view
user_924,prod_100,2.0,view
user_920,prod_51,4.5,view
user_700,prod_98,1.8,purchase
user_419,prod_137,4.1,view
user_726,prod_2,2.8,purchase
user_795,prod_5,5.0,view
user_211,prod_190,4.4,purchase
user_365,prod_197,4.0,view
user_76,prod_180,4.5,view
user_660,prod_86,3.5,view
user_321,prod_133,4.4,view
user_725,prod_187,2.0,view
user_433,prod_68,1.4,view
user_109,prod_9,3.5,view
user_641,prod_93,2.7,purchase
user_522,prod_150,2.7,view
user_47,prod_155,3.1,view
user_379,prod_138,2.4,view
user_827,prod_125,3.5,view
user_96,prod_61,1.1,view
user_958,prod_51,4.9,purchase
user_103,prod_10,4.7,view
user_892,prod_134,4.7,purchase
user_854,prod_62,2.5,view
user_146,prod_113,3.1,view
user_880,prod_133,4.8,view
user_942,prod_122,4.6,purchase
user_928,prod_198,4.2,view
user_27,prod_191,2.6,purchase
user_732,prod_123,3.3,view
user_530,prod_184,4.2,view
user_679,prod_187,2.1,view
user_945,prod_63,3.5,view
user_989,prod_111,4.3,view
user_82,prod_89,3.8,purchase
user_428,prod_187,2.9,purchase
user_584,prod_51,3.3,view
user_822,prod_178,5.0,purchase
user_479,prod_132,3.4,view
user_766,prod_104,4.1,view
user_162,prod_123,3.9,view
user_839,prod_48,3.8,view
user_932,prod_32,3.9,view
user_402,prod_120,2.8,view
user_508,prod_179,2.9,view
user_38,prod_180,2.9,purchase
user_955,prod_99,1.1,view
user_511,prod_74,2.0,purchase
user_393,prod_34,1.6,purchase
user_713,prod_164,4.5,view
user_494,prod_70,2.1,view
user_200,prod_171,1.6,view
user_255,prod_110,1.5,purchase
user_179,prod_16,3.8,purchase
user_547,prod_59,1.0,view
user_594,prod_181,2.9,view
user_389,prod_19,1.5,view
user_398,prod_95,4.4,view
user_732,prod_113,4.8,view
user_158,prod_41,4.8,view
user_4,prod_81,2.8,purchase
user_167,prod_175,3.6,purchase
user_468,prod_103,3.4,view
user_960,prod_54,2.4,view
user_409,prod_183,2.8,purchase
user_412,prod_95,1.3,view
user_204,prod_147,4.2,view
user_194,prod_62,2.0,view
user_235,prod_99,2.8,view
user_718,prod_93,2.9,view
user_150,prod_187,3.2,view
user_159,prod_65,4.3,purchase
user_279,prod_68,3.8,view
user_816,prod_28,3.7,view
user_404,prod_18,3.1,view
user_893,prod_26,1.4,view
user_678,prod_104,2.6,purchase
user_311,prod_147,4.8,view
user_68,prod_55,5.0,view
user_463,prod_119,3.9,purchase
user_88,prod_124,1.9,view
user_217,prod_185,1.4,purchase
user_1,prod_134,2.7,view
user_135,prod_129,4.4,view
user_697,prod_8,3.9,purchase
user_351,prod_51,4.5,view
user_140,prod_85,3.5,view
user_618,prod_25,1.5,view
user_133,prod_175,1.5,view
user_620,prod_183,1.2,purchase
user_178,prod_192,3.3,view
user_810,prod_83,2.0,view
user_358,prod_93,3.9,view
user_380,prod_117,3.7,view
user_908,prod_138,2.3,purchase
user_871,prod_56,1.7,view
user_658,prod_12,1.4,purchase
user_450,prod_161,3.9,view
user_586,prod_120,2.8,view
user_463,prod_71,2.3,purchase
user_990,prod_17,4.4,view
user_108,prod_189,3.4,view
user_122,prod_122,3.1,view
user_17,prod_124,4.0,view
user_196,prod_10,4.3,view
user_327,prod_31,3.7,view
user_318,prod_60,2.8,view
user_809,prod_70,2.5,view
user_479,prod_17,4.1,view
user_252,prod_50,3.1,view
user_503,prod_37,3.8,view
user_999,prod_190,4.6,view
user_119,prod_118,4.7,view
user_674,prod_200,2.1,purchase
user_710,prod_157,1.8,view
user_498,prod_160,2.0,purchase
user_486,prod_80,4.0,view
user_45,prod_11,2.5,view
user_314,prod_134,1.7,view
user_179,prod_123,1.4,purchase
user_894,prod_35,2.3,view
user_418,prod_33,1.5,purchase
user_556,prod_18,1.6,view
user_783,prod_165,3.7,view
user_78,prod_13,1.1,purchase
user_326,prod_90,1.5,view
user_690,prod_110,4.4,view
user_357,prod_192,4.4,view
user_416,prod_1,2.3,purchase
user_963,prod_63,1.4,view
user_515,prod_34,3.8,view
user_214,prod_103,2.4,view
user_854,prod_10,1.2,view
user_74,prod_128,1.6,view
user_563,prod_7,1.5,view
user_579,prod_56,3.4,view
user_509,prod_80,4.6,view
user_332,prod_165,4.2,view
user_93,prod_157,3.2,view
user_688,prod_12,2.7,view
user_657,prod_145,3.5,view
user_519,prod_48,2.8,view
user_269,prod_26,2.0,purchase
user_376,prod_112,3.7,view
user_834,prod_122,4.5,view
user_4,prod_12,2.5,view
user_138,prod_149,4.4,view
user_231,prod_42,2.7,view
user_600,prod_61,2.6,purchase
user_529,prod_58,1.1,view
user_52,prod_182,3.8,view
user_646,prod_34,4.2,view
user_723,prod_7,3.7,purchase
user_325,prod_109,1.6,view
user_992,prod_35,1.4,view
user_970,prod_15,3.3,view
user_905,prod_193,2.6,view
user_731,prod_25,2.7,purchase
user_717,prod_59,4.9,view
user_723,prod_79,3.9,view
user_277,prod_86,2.6,view
user_536,prod_134,1.1,view
user_486,prod_180,1.1,view
user_516,prod_88,3.7,purchase
user_152,prod_149,4.4,view
user_955,prod_71,3.8,view
user_483,prod_121,2.6,view
user_259,prod_93,1.1,purchase
user_324,prod_96,4.9,view
user_869,prod_32,4.9,purchase
user_168,prod_53,3.2,view
user_688,prod_59,1.3,view
user_310,prod_69,3.2,view
user_803,prod_190,4.6,view
user_479,prod_132,3.7,view
user_56,prod_86,3.9,view
user_620,prod_18,1.3,view
user_473,prod_81,1.4,view
user_296,prod_114,1.5,view
user_461,prod_184,4.6,view
user_324,prod_24,3.1,purchase
user_814,prod_66,4.2,view
user_846,prod_141,1.5,purchase
user_141,prod_62,4.7,view
user_667,prod_54,4.3,view
user_262,prod_143,1.9,purchase
user_785,prod_197,4.5,view
user_420,prod_131,2.1,view
user_744,prod_37,1.8,view
user_241,prod_37,2.1,view
user_355,prod_131,4.6,view
user_849,prod_191,4.7,purchase
user_770,prod_35,2.3,view
user_761,prod_180,3.8,view
user_589,prod_124,3.7,view
user_180,prod_156,4.2,view
user_66,prod_18,2.2,view
user_820,prod_122,3.0,view
user_348,prod_164,3.7,view
user_171,prod_161,1.1,purchase
user_474,prod_192,2.5,view
user_534,prod_154,3.8,view
user_367,prod_48,2.0,view
user_107,prod_168,4.8,purchase
user_439,prod_17,1.1,view
user_835,prod_168,4.8,purchase
user_227,prod_135,1.9,view
user_444,prod_57,1.2,view
user_442,prod_8,2.2,view
user_396,prod_128,4.1,view
user_728,prod_117,4.0,view
user_581,prod_56,1.8,purchase
user_84,prod_126,1.8,view
user_615,prod_159,3.6,view
user_551,prod_59,2.8,view
user_13,prod_58,4.2,view
user_809,prod_140,1.1,view
user_825,prod_176,3.4,view
user_693,prod_159,3.9,view
user_493,prod_108,5.0,view
user_268,prod_191,3.7,view
user_525,prod_74,1.9,view
user_120,prod_167,1.4,view
user_970,prod_148,3.6,view
user_353,prod_101,3.1,purchase
user_57,prod_48,4.6,view
user_40,prod_71,3.9,view
user_886,prod_116,3.0,view
user_336,prod_182,2.6,view
user_640,prod_122,2.6,view
user_173,prod_78,1.9,purchase
user_547,prod_199,1.1,view
user_259,prod_29,3.3,view
user_888,prod_93,1.8,view
user_517,prod_73,1.8,view
user_730,prod_100,1.5,view
user_523,prod_176,1.8,purchase
user_894,prod_74,1.1,view
user_839,prod_184,3.7,view
user_117,prod_95,2.6,purchase
user_184,prod_17,3.2,view
user_906,prod_137,3.5,view
user_874,prod_97,4.9,view
user_116,prod_162,1.3,view
user_162,prod_173,2.7,view
user_579,prod_9,2.0,purchase
user_712,prod_135,2.9,purchase
user_543,prod_144,4.7,view
user_587,prod_19,3.9,view
user_237,prod_134,3.6,purchase
user_839,prod_114,2.8,view
user_66,prod_139,3.7,view
user_70,prod_125,1.1,view
user_809,prod_61,3.3,view
user_447,prod_42,3.2,purchase
user_416,prod_13,2.4,view
user_532,prod_140,1.8,view
user_441,prod_85,4.2,view
user_738,prod_20,1.2,view
user_946,prod_50,1.3,view
user_464,prod_164,2.8,view
user_921,prod_92,2.0,purchase
user_396,prod_88,4.0,view
user_711,prod_69,3.5,purchase
user_551,prod_37,4.1,view
user_657,prod_140,2.3,view
user_557,prod_99,4.0,view
user_395,prod_125,4.4,purchase
user_326,prod_168,2.4,view
user_893,prod_54,2.4,view
user_919,prod_130,4.6,view
user_91,prod_178,1.2,view
user_750,prod_41,2.4,view
user_70,prod_45,1.5,view
user_166,prod_103,1.1,view
user_642,prod_106,1.5,view
user_214,prod_137,2.7,view
user_852,prod_190,3.7,view
user_601,prod_128,2.2,view
user_335,prod_86,4.4,view
user_764,prod_47,2.8,view
user_369,prod_5,4.9,view
user_861,prod_1,4.8,view
user_584,prod_44,4.1,view
user_677,prod_150,4.7,view
user_49,prod_38,3.8,view
user_52,prod_19,4.6,view
user_289,prod_159,1.9,view
user_790,prod_115,2.4,view
user_626,prod_195,4.0,view
user_239,prod_87,2.7,view
user_133,prod_170,4.3,view
user_999,prod_123,4.5,view
user_786,prod_82,2.2,view
user_166,prod_154,4.3,view
user_374,prod_141,1.6,purchase
user_373,prod_58,2.3,view
user_805,prod_146,3.1,view
user_478,prod_67,1.9,view
user_755,prod_122,3.3,view
user_479,prod_87,3.3,view
user_832,prod_131,1.8,view
user_650,prod_55,4.2,purchase
user_591,prod_89,3.5,view
user_682,prod_58,2.3,view
user_635,prod_63,1.9,view
user_688,prod_91,4.5,view
user_300,prod_52,4.3,purchase
user_82,prod_126,1.9,view
user_87,prod_24,1.1,view
user_225,prod_72,4.2,view
user_16,prod_9,3.5,view
user_822,prod_110,1.4,purchase
user_358,prod_165,3.3,purchase
user_163,prod_94,2.8,view
user_610,prod_117,4.1,view
user_668,prod_83,1.8,purchase
user_514,prod_181,2.8,view
user_350,prod_80,1.6,view
user_909,prod_152,4.8,view
user_681,prod_149,4.1,view
user_464,prod_100,3.9,view
user_827,prod_40,3.8,purchase
user_837,prod_103,2.7,view
user_375,prod_62,4.7,view
user_92,prod_198,1.3,view
user_181,prod_69,4.2,view
user_743,prod_142,1.9,view
user_301,prod_109,2.3,view
user_660,prod_170,3.1,view
user_792,prod_178,4.1,view
user_189,prod_189,4.4,view
user_859,prod_4,3.3,view
user_862,prod_72,2.6,view
user_314,prod_17,4.8,view
user_493,prod_114,2.0,purchase
user_923,prod_85,4.2,view
user_922,prod_57,3.4,view
user_128,prod_107,2.5,view
user_519,prod_48,1.0,view
user_426,prod_172,2.8,view
user_559,prod_173,2.1,view
user_565,prod_117,1.4,view
user_187,prod_161,1.3,view
user_550,prod_31,2.4,purchase
user_453,prod_112,3.5,view
user_471,prod_47,4.4,view
user_988,prod_134,1.7,view
user_738,prod_108,2.7,purchase
user_565,prod_72,2.6,view
user_911,prod_71,3.1,view
user_224,prod_162,4.2,view
user_154,prod_108,3.2,view
user_560,prod_53,4.4,view
user_351,prod_142,3.1,view
user_147,prod_16,3.4,view
user_905,prod_171,2.7,view
user_576,prod_116,4.3,purchase
user_349,prod_73,4.7,view
user_182,prod_74,3.6,view
user_637,prod_81,4.3,view
user_179,prod_12,1.2,view
user_39,prod_128,4.6,view
user_772,prod_70,1.8,view
user_894,prod_147,2.0,view
user_3,prod_41,1.2,view
user_64,prod_181,4.9,view
user_29,prod_157,4.4,view
user_372,prod_198,4.7,view
user_523,prod_59,4.4,view
user_97,prod_89,2.9,view
user_870,prod_192,4.7,purchase
user_442,prod_24,4.9,purchase
user_203,prod_144,3.0,view
user_411,prod_180,1.7,view
user_993,prod_80,3.6,view
user_21,prod_134,4.9,view
user_551,prod_165,4.5,purchase
user_735,prod_132,4.4,view
user_102,prod_92,4.7,view
user_46,prod_166,4.6,purchase
user_66,prod_169,4.1,view
user_603,prod_92,3.9,view
user_164,prod_81,2.1,view
user_971,prod_142,3.5,view
user_111,prod_71,3.1,view
user_338,prod_179,4.4,view
user_123,prod_65,3.0,view
user_705,prod_52,1.5,view
user_447,prod_30,1.0,purchase
user_611,prod_185,3.7,view
user_291,prod_99,3.2,view
user_671,prod_158,2.3,view
user_412,prod_98,1.7,view
user_615,prod_42,2.9,view
user_897,prod_139,1.4,purchase
user_281,prod_27,2.3,view
user_43,prod_152,2.5,view
user_486,prod_167,2.9,view
user_596,prod_72,2.9,purchase
user_963,prod_18,2.0,view
